,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6595,11,Jordan Haven,Melissa,Taylor,10,Daughter,NA,Female,Student,None,NA
6596,11,Jordan Haven,Melanie,Taylor,10,Daughter,NA,F,Student,None,NA
6597,11,Jordan Haven,Josephine,Taylor,10,Daughter,NA,Female,Student,None,NA
6598,11,Jordan Haven,Kate,Taylor,8,Daughter,NA,Female,Student,None,NA
6599,12,Jordan Haven,Damien,George,46,Head,Single,Male,Production engineer,None,None
6600,12,Jordan Haven,Sheila,George,9,Daughter,NA,Female,Student,None,NA
6601,12,Jordan Haven,Sally,George,6,Daughter,NA,Female,Student,None,NA
6602,12,Jordan Haven,Tony,George,5,Son,NA,Male,Student,Disabled,NA
6603,13,Jordan Haven,Katy,Barber,62,Head,Married,Female,Field trials officer,None,None
6604,13,Jordan Haven,Ian,Barber,65,Husband,Married,Male,Customer service manager,None,None
6605,13,Jordan Haven,Neil,Barber,36,Son,Single,Male,Medical laboratory scientific officer,None,None
6606,14,Jordan Haven,Holly,Blackburn,70,Head,Widowed,Female,Retired Government social research officer,None,Christian
6607,14,Jordan Haven,Raymond,Blackburn,6,Grandson,NA,Male,Student,None,NA
6608,14,Jordan Haven,Leslie,Evans,6,Grandson,NA,Male,Student,Unknown Infection,NA
6609,15,Jordan Haven,Suzanne,Roberts,44,Head,Married,Female,Forensic scientist,None,Catholic
6610,15,Jordan Haven,Neil,Roberts,45,Husband,Married,Male,"Psychologist, prison and probation services",None,Catholic
6611,15,Jordan Haven,Michelle,Ingram,36,Lodger,Single,Female,Therapeutic radiographer,None,Catholic
6612,1,Iqbal Plaza,Jacqueline,McDonald,66,Head,Widowed,Female,"Secretary, company",None,Christian
6613,1,Iqbal Plaza,Jamie,McDonald,31,Son,Single,Male,Firefighter,None,Christian
6614,1,Iqbal Plaza,Laura,McDonald,28,Daughter,Single,Female,Visual merchandiser,None,Christian
6615,2,Iqbal Plaza,Callum,Williams,22,Head,Divorced,Male,University Student,None,None
6616,3,Iqbal Plaza,Eric,Jones,93,Head,Widowed,Male,Retired Diplomatic Services operational officer,None,Muslim
6617,4,Iqbal Plaza,Mitchell,Lamb,21,Head,Single,Male,University Student,None,None
6618,5,Iqbal Plaza,Diana,Taylor,87,Head,Widowed,Female,Retired Garment/textile technologist,None,Christian
6619,6,Iqbal Plaza,Graham,Johnson,77,Head,Widowed,Male,Retired Sales executive,None,Christian
6620,7,Iqbal Plaza,Maureen,Green,54,Head,Married,Female,Risk manager,None,None
6621,7,Iqbal Plaza,Lewis,Green,54,Husband,Married,Male,Cartographer,None,None
6622,7,Iqbal Plaza,Ruth,Green,9,Daughter,NA,Female,Student,None,NA
6623,8,Iqbal Plaza,Hollie,Leonard,45,Head,Divorced,Female,Interior and spatial designer,None,Methodist
6624,9,Iqbal Plaza,Jean,Kay,82,Head,Divorced,Female,Retired Equities trader,None,Christian
6625,10,Iqbal Plaza,Kevin,Nash,73,Head,Widowed,Male,"Retired Scientist, marine",None,None
6626,11,Iqbal Plaza,Sally,Jones,85,Head,Divorced,Female,Retired Archivist,None,Christian
6627,12,Iqbal Plaza,Fiona,Johnson,68,Head,Widowed,Female,Retired Dramatherapist,None,None
6628,13,Iqbal Plaza,Naomi,Clayton,37,Head,Single,female,Musician,None,Christian
6629,13,Iqbal Plaza,Ruth,Clayton,9,Daughter,NA,Female,Student,None,NA
6630,14,Iqbal Plaza,Donald,White,35,Head,Married,m,"Nurse, children's",None,Sikh
6631,14,Iqbal Plaza,Rita,White,34,Wife,Married,Female,Special effects artist,None,None
6632,14,Iqbal Plaza,Aaron,Martin,17,Son,NA,male,Student,None,NA
6633,15,Iqbal Plaza,Rebecca,Watson,69,Head,Widowed,Female,"Retired Psychologist, clinical",None,None
6634,16,Iqbal Plaza,Kerry,Mann,78,Head,Widowed,Female,"Retired Development worker, community",None,None
6635,17,Iqbal Plaza,Jenna,Smith,39,Head,Single,Female,"Copywriter, advertising",None,None
6636,17,Iqbal Plaza,Benjamin,May,40,Partner,Single,Male,Careers information officer,None,None
6637,18,Iqbal Plaza,Danielle,Wood,45,Head,Single,Female,"Production assistant, television",None,None
6638,18,Iqbal Plaza,John,Smith,51,Partner,Single,Male,Unemployed,None,None
6639,18,Iqbal Plaza,Rosie,Wood,15,Daughter,NA,Female,Student,None,NA
6640,19,Iqbal Plaza,Patrick,Atkinson,84,Head,Widowed,Male,Retired Research scientist (maths),None,Christian
6641,20,Iqbal Plaza,Jeremy,Long,72,Head,Divorced,Male,Retired Horticultural therapist,None,Christian
6642,21,Iqbal Plaza,Adrian,Brown,60,Head,Single,Male,Maintenance engineer, ,Christian
6643,22,Iqbal Plaza,James,Hughes,30,Head,Single,m,Restaurant manager,None,Christian
6644,22,Iqbal Plaza,Carly,Hughes,10,Daughter,NA,Female,Student,None,NA
6645,23,Iqbal Plaza,Charlie,Wood,58,Head,Single,male,"Psychotherapist, child",None,None
6646,24,Iqbal Plaza,Jason,Taylor,46,Head,Married,Male,Clinical cytogeneticist,None,Christian
6647,24,Iqbal Plaza,Linda,Taylor,44,Wife,Married,Female,Multimedia programmer,None,Christian
6648,24,Iqbal Plaza,Patrick,Taylor,8,Son,NA,Male,Student,None,NA
6649,25,Iqbal Plaza,Malcolm,Hussain,46,Head,Single,Male,Tax adviser,None,None
6650,25,Iqbal Plaza,Jayne,Wallace,48,Partner,Single,Female,Youth worker,None,None
6651,26,Iqbal Plaza,Tony,Henry,64,Head,Divorced,Male,Unemployed,None,Christian
6652,27,Iqbal Plaza,Mohammed,Johnston,57,Head,Married,Male,Manufacturing systems engineer,None,Methodist
6653,27,Iqbal Plaza,Beverley,Johnston,61,Wife,Married,Female,"Teacher, English as a foreign language",None,Methodist
6654,27,Iqbal Plaza,Matthew,Johnston,14,Son,NA,Male,Student,None,NA
6655,28,Iqbal Plaza,Danny,Summers,45,Head,Married,Male,"Engineer, materials",None,None
6656,28,Iqbal Plaza,Dawn,Summers,45,Wife,Married,Female,Tourist information centre manager,None,None
6657,29,Iqbal Plaza,Hannah,Parker,30,Head,Single,Female,PhD Student,None,Christian
6658,29,Iqbal Plaza,Ian,Johnson,18,None,Single,Male,University Student,None,Catholic
6659,29,Iqbal Plaza,Simon,Payne,27,None,Single,Male,PhD Student,None,Catholic
6660,30,Iqbal Plaza,Kate,Shaw,53,Head,Single,Female,Private music teacher,None,None
6661,31,Iqbal Plaza,Chloe,Lowe,36,Head,Single,Female,"Pharmacist, community",None,Christian
6662,31,Iqbal Plaza,Helen,Dawson,45,Lodger,Divorced,Female,"Teacher, early years/pre",None,Catholic
6663,31,Iqbal Plaza,Reece,Hunt,58,Lodger,Divorced,Male,Clinical embryologist,None,Methodist
6664,32,Iqbal Plaza,Stephen,Evans,18,Head,Divorced,Male,Student,None,NA
6665,1,Newman Ridges,Julia,Pickering,51,Head,Divorced,Female,Systems analyst,None,Christian
6666,1,Newman Ridges,Hannah,Pickering,18,Daughter,Single,Female,Student,None,Christian
6667,1,Newman Ridges,Joshua,Pickering,14,Son,NA,Male,Student,None,NA
6668,1,Newman Ridges,Benjamin,Pickering,12,Son,NA,Male,Student,None,NA
6669,2,Newman Ridges,Alexandra,Wilkinson,36,Head,Divorced,Female,Unemployed,None,Methodist
6670,2,Newman Ridges,Abdul,Wilkinson,17,Son,NA,Male,Student,None,NA
6671,2,Newman Ridges,Frank,Wilkinson,17,Son,NA,Male,Student,None,NA
6672,2,Newman Ridges,Jayne,Wilkinson,14,Daughter,NA,Female,Student,None,NA
6673,3,Newman Ridges,Annette,Dawson,46,Head,Married,Female,Medical physicist,None,Catholic
6674,3,Newman Ridges,George,Dawson,46,Husband,Married,Male,Museum/gallery exhibitions officer,None,None
6675,3,Newman Ridges,Billy,Dawson,24,Son,Divorced,Male,Estate manager/land agent,None,Catholic
6676,3,Newman Ridges,Maria,Dawson,20,Daughter,Single,Female,University Student,None,Catholic
6677,4,Newman Ridges,Mohammad,Wright,72,Head,Widowed,Male,"Retired Surveyor, land/geomatics",None,None
6678,5,Newman Ridges,Ellie,Newman,50,Head,Married,Female,Health service manager,None,None
6679,5,Newman Ridges,Russell,Newman,58,Husband,Married,Male,"Engineer, production",None,None
6680,5,Newman Ridges,Georgia,Newman,22,Daughter,Divorced,Female,University Student,None,None
6681,5,Newman Ridges,Marion,Newman,19,Daughter,Single,Female,University Student,None,None
6682,6,Newman Ridges,Sean,Mason-Woodward,71,Head,Single,m,Unemployed,None,None
6683,6,Newman Ridges,Suzanne,Mason-Woodward,44,Daughter,Single,Female,Public librarian,None,None
6684,6,Newman Ridges,Jamie,Mason-Woodward,36,Son,Single,Male,Television floor manager,None,None
6685,6,Newman Ridges,Dorothy,Mason-Woodward,32,Daughter,Widowed,Female,Pharmacologist,None,None
6686,7,Newman Ridges,Lindsey,Austin,61,Head,Married,Female,Ecologist,None,None
6687,7,Newman Ridges,Owen,Austin,65,Husband,Married,M,Fast food restaurant manager,None,None
6688,8,Newman Ridges,Linda,Mahmood,40,Head,Divorced,Female,Unemployed,None,None
6689,8,Newman Ridges,Frank,Berry,27,Sibling,Single,Male,"Engineer, energy",None,None
6690,8,Newman Ridges,Toby,Heath,56,Visitor,Single,Male,Unemployed,None,Christian
6691,8,Newman Ridges,Alexander,Holland,45,Lodger,Single,Male,"Scientist, product/process development",None,None
6692,9,Newman Ridges,Frederick,Elliott,74,Head,Married,Male,Retired Set designer,None,Methodist
6693,9,Newman Ridges,Elaine,Elliott,71,Wife,Married,Female,Unemployed,None,None
6694,10,Newman Ridges,Angela,Walker,60,Head,Married,Female,Ophthalmologist,None,None
6695,10,Newman Ridges,Oliver,Walker,61,Husband,Married,Male,Lawyer,None,None
6696,11,Newman Ridges,Natalie,Shaw,21,Head,Married,Female,University Student,None,None
6697,11,Newman Ridges,Max,Shaw,19,Husband,Married,Male,University Student,None,None
6698,1,Thompson Street,Abigail,Rowley,55,Head,Single,female,Local government officer,None,Methodist
6699,1,Thompson Street,Mohamed,Rowley,23,Son,Single,Male,"Runner, broadcasting/film/video",None,Methodist
6700,1,Thompson Street,Alex,Rowley,23,Adopted Son,Single,Male,Chartered public finance accountant,None,None
6701,2,Thompson Street,Neil,Miller,21,Head,Single,Male,University Student,None,None
6702,2,Thompson Street,Carolyn,Morgan,38,None,Single,Female,"Presenter, broadcasting",None,Catholic
6703,2,Thompson Street,Kate,Smith,26,None,Single,Female,Equities trader,None,Muslim
6704,3,Thompson Street,Dorothy,Davies,33,Head,Widowed,female,Unemployed,None,None
6705,3,Thompson Street,Jodie,Smith,25,Lodger,Single,Female,Electronics engineer,None,None
6706,4,Thompson Street,Jenna,Baker,57,Head,Single,Female,Unemployed,None,Methodist
6707,4,Thompson Street,Trevor,Baker,27,Son,Single,Male,Equities trader,None,Methodist
6708,5,Thompson Street,Joanne,Morris,56,Head,Single,Female,Veterinary surgeon,None,Christian
6709,5,Thompson Street,Lindsey,Mann,18,None,Single,Female,Student,None,NA
6710,5,Thompson Street,Karen,McDonald,64,None,Single,Female,"Civil engineer, consulting",None,None
6711,6,Thompson Street,Matthew,Yates,69,Head,Widowed,Male,"Retired Education officer, community",None,None
6712,7,Thompson Street,Francis,Cooper,55,Head,Single,Male,Actuary,None,Christian
6713,8,Thompson Street,Shaun,Kelly,57,Head,Married,Male,Accommodation manager,None,Christian
6714,8,Thompson Street,Sophie,Kelly,55,Wife,Married,Female,Administrator,None,Christian
6715,9,Thompson Street,Ian,Hughes,43,Head,Single,Male,"Psychologist, prison and probation services",None,Catholic
6716,10,Thompson Street,Georgina,Page,52,Head,Divorced,Female,Garment/textile technologist,None,Christian
6717,11,Thompson Street,Ryan,Wright,71,Head,Widowed,Male,"Retired Embryologist, clinical",None,Catholic
6718,12,Thompson Street,Adam,Jones,65,Head,Widowed,Male,Equality and diversity officer,None,Christian
6719,13,Thompson Street,Zoe,Jackson,78,Head,Divorced,Female,Retired Physiotherapist,None,Catholic
6720,14,Thompson Street,Lynda,Martin,18,Head,Married,Female,Student,None,NA
6721,14,Thompson Street,Denis,Martin,21,Husband,Married,Male,University Student,None,NA
6722,15,Thompson Street,Jeremy,Jones,71,Head,W,Male,Retired Building control surveyor,None,Catholic
6723,16,Thompson Street,Douglas,Rhodes,90,Head,Widowed,Male,Retired Cytogeneticist,None,Christian
6724,17,Thompson Street,Wayne,Scott,38,Head,Married,Male,Financial adviser,None,Christian
6725,17,Thompson Street,Stephanie,Scott,40,Wife,Married,Female,Government social research officer,None,Christian
6726,17,Thompson Street,Ashleigh,Scott,9,Daughter,NA,Female,Student,None,NA
6727,18,Thompson Street,Pauline,Lloyd,80,Head,Widowed,Female,Retired Textile designer,None,None
6728,19,Thompson Street,Amber,Higgins,24,Head,Married,Female,"Teacher, secondary school",None,None
6729,19,Thompson Street,Michael,Higgins,29,Husband,Married,Male,"Nurse, mental health",None,None
6730,20,Thompson Street,Jill,Khan,38,Head,Single,Female,Tree surgeon,None,Catholic
6731,20,Thompson Street,Deborah,Khan,37,Cousin,Widowed,Female,"Designer, fashion/clothing",Unknown Infection,Catholic
6732,21,Thompson Street,Judith,Cooke,73,Head,Divorced,Female,Retired Trading standards officer,None,Catholic
6733,22,Thompson Street,Jill,Cooper,37,Head,Divorced,Female,Early years teacher,None,None
6734,22,Thompson Street,Albert,Cooper,13,Son,NA,Male,Student,None,NA
6735,22,Thompson Street,Carly,Cooper,9,Daughter,NA,Female,Student,None,NA
6736,1,Romantraps Avenue,Ben,Jones,55,Head,Single,Male,Writer,None,None
6737,2,Romantraps Avenue,Liam,Hawkins,55,Head,Single,Male,Fine artist,None,Christian
6738,2,Romantraps Avenue,Dawn,Evans,23,None,Single,Female,Air broker,None,Catholic
6739,3,Romantraps Avenue,Jonathan,Kirby,43,Head,Single,Male,Chief Marketing Officer,None,Christian
6740,3,Romantraps Avenue,Benjamin,Barton,27,None,Divorced,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
6741,3,Romantraps Avenue,Fiona,Mitchell,62,None,Single,Female,Musician,None,None
6742,4,Romantraps Avenue,Francesca,Brown,61,Head,Married,Female,"Surveyor, building control",None,Catholic
6743,4,Romantraps Avenue,Declan,Williams,60,Husband,Married,Male,"Sound technician, broadcasting/film/video",None,Catholic
6744,4,Romantraps Avenue,Sian,Brown,40,Daughter,Single,Female,Clothing/textile technologist,None,None
6745,4,Romantraps Avenue,Lorraine,Brown,36,Daughter,Single,Female,Unemployed,None,None
6746,5,Romantraps Avenue,Lawrence,Williams,28,Head,Single,Male,Chiropractor,None,Methodist
6747,6,Romantraps Avenue,June,Green,42,Head,Divorced,Female,Charity fundraiser,None,Christian
6748,6,Romantraps Avenue,Kirsty,Green,15,Daughter,NA,Female,Student,None,NA
6749,7,Romantraps Avenue,Danny,Johnson,58,Head,Married,Male,"Geologist, wellsite",None,Christian
6750,7,Romantraps Avenue,Kerry,Johnson,59,Wife,Married,Female,Toxicologist,None,None
6751,7,Romantraps Avenue,Jay,Johnson,17,Son,NA,Male,Student,None,NA
6752,7,Romantraps Avenue,Sian,Johnson,15,Daughter,NA,Female,Student,None,NA
6753,8,Romantraps Avenue,Amber,Walsh,26,Head,Divorced,Female,Architect,None,Catholic
6754,8,Romantraps Avenue,Nicholas,Holland-Walsh,1,Son,NA,Male,Child,None,NA
6755,8,Romantraps Avenue,Catherine,Wilson,41,Lodger,Single,Female,Medical sales representative,None,Christian
6756,8,Romantraps Avenue,James,Lewis,22,Lodger,Single,Male,University Student,None,Methodist
6757,9,Romantraps Avenue,Anna,Powell,50,Head,Married,Female,Astronomer,None,Catholic
6758,9,Romantraps Avenue,Martin,Powell,50,Husband,Married,Male,Jewellery designer,None,Catholic
6759,9,Romantraps Avenue,Jessica,Powell,8,Daughter,NA,female,Student,None,NA
6760,9,Romantraps Avenue,Max,Powell,4,Son,NA,Male,Child,None,NA
6761,9,Romantraps Avenue,Christopher,Powell,2,Son,NA,Male,Child,None,NA
6762,10,Romantraps Avenue,Kate,Roberts,51,Head,Divorced,Female,Farm manager,None,Christian
6763,10,Romantraps Avenue,Peter,Roberts,16,Son,NA,Male,Student,None,NA
6764,11,Romantraps Avenue,Louise,Baker,30,Head,Divorced,Female,Forensic scientist,None,Catholic
6765,11,Romantraps Avenue,Damian,Walsh-Baker,3,Son,NA,Male,Child,None,NA
6766,12,Romantraps Avenue,Terry,Parker,49,Head,Married,Male,Commercial art gallery manager,None,Christian
6767,12,Romantraps Avenue,Julie,Parker,46,Wife,Married,Female,Unemployed,None,None
6768,12,Romantraps Avenue,Jordan,Parker,7,Son,NA,Male,Student,None,NA
6769,12,Romantraps Avenue,Kirsty,Parker,4,Daughter,NA,Female,Child,None,NA
6770,13,Romantraps Avenue,Carly,Dean,44,Head,Married,Female,Sports therapist,None,Methodist
6771,13,Romantraps Avenue,Brian,Dean,50,Husband,Married,Male,"Teacher, special educational needs",None,Methodist
6772,14,Romantraps Avenue,Oliver,Pearson,79,Head,Married,Male,"Retired Producer, radio",None,Christian
6773,14,Romantraps Avenue,Shannon,Pearson,78,Wife,Married,Female,Retired Youth worker,None,Christian
6774,15,Romantraps Avenue,Duncan,Atkinson,57,Head,Married,Male,Textile designer,None,Christian
6775,15,Romantraps Avenue,Marie,Atkinson,53,Wife,Married,Female,Unemployed,None,Christian
6776,16,Romantraps Avenue,Jasmine,Carter,36,Head,Married,Female,Corporate investment banker,None,None
6777,16,Romantraps Avenue,Keith,Carter,35,Husband,Married,Male,Catering manager,None,None
6778,16,Romantraps Avenue,David,Carter,13,Son,NA,Male,Student,None,NA
6779,16,Romantraps Avenue,Leon,Carter,9,Son,NA,Male,Student,None,NA
6780,17,Romantraps Avenue,Kerry,Joyce,65,Head,Married,Female,Sports coach,None,Christian
6781,17,Romantraps Avenue,Oliver,Joyce,66,Husband,Married,M,"Optician, dispensing",None,None
6782,17,Romantraps Avenue,Bryan,Joyce,28,Son,Single,Male,Physiotherapist,None,Christian
6783,17,Romantraps Avenue,David,Joyce,22,Son,Widowed,Male,University Student,None,Christian
6784,18,Romantraps Avenue,Graham,Skinner,47,Head,Married,Male,Astronomer,None,None
6785,18,Romantraps Avenue,Lesley,Skinner,46,Wife,Married,Female,Tourist information centre manager,None,None
6786,19,Romantraps Avenue,Joanna,Turner,51,Head,Single,Female,Museum/gallery conservator,None,Christian
6787,19,Romantraps Avenue,Ryan,Turner,24,Son,Divorced,Male,Curator,None,Christian
6788,19,Romantraps Avenue,Jayne,Turner,21,Daughter,Single,Female,University Student,None,Christian
6789,19,Romantraps Avenue,Gavin,Turner,17,Son,NA,Male,Student,None,NA
6790,19,Romantraps Avenue,Kelly,Turner,17,Daughter,NA,Female,Student,None,NA
6791,20,Romantraps Avenue,Jordan,Burke,62,Head,Single,Male,Comptroller,None,None
6792,20,Romantraps Avenue,David,Baker,56,None,Single,Male,Transport planner,None,None
6793,1,Cottingham Drive,Abigail,Smith,38,Head,Married,Female,Insurance claims handler,None,None
6794,1,Cottingham Drive,Aaron,Smith,43,Husband,Married,Male,"Therapist, horticultural",None,None
6795,1,Cottingham Drive,Denise,Smith,19,Daughter,Divorced,Female,University Student,None,None
6796,2,Cottingham Drive,Elaine,Price,44,Head,Single,Female,"Engineer, communications",None,Christian
6797,2,Cottingham Drive,Jacob,Hope,50,Partner,Single,Male,Recycling officer,None,Christian
6798,2,Cottingham Drive,Sarah,Price,21,Daughter,Single,Female,Set designer,None,None
6799,2,Cottingham Drive,Megan,Price,5,Daughter,NA,Female,Student,None,NA
6800,3,Cottingham Drive,Judith,Walton,37,Head,Married,Female,Set designer,None,Methodist
6801,3,Cottingham Drive,Martyn,Walton,39,Husband,Married,Male,"Scientist, product/process development",None,Methodist
6802,3,Cottingham Drive,Garry,Walton,8,Son,NA,Male,Student,None,NA
6803,3,Cottingham Drive,John,Walton,8,Son,NA,Male,Student,None,NA
6804,4,Cottingham Drive,Dawn,Yates,51,Head,Single,Female,"Surveyor, building control",None,Catholic
6805,4,Cottingham Drive,Kimberley,Yates,16,Daughter,NA,Female,Student,None,NA
6806,5,Cottingham Drive,Alexandra,Roberts,38,Head,Married,Female,"Copywriter, advertising",None,Christian
6807,5,Cottingham Drive,Graham,Roberts,36,Husband,Married,Male,Clinical psychologist,None,None
6808,5,Cottingham Drive,Andrea,Roberts,1,Daughter,NA,Female,Child,None,NA
6809,6,Cottingham Drive,Jade,Bird,70,Head,Married,Female,Retired Chief Executive Officer,None,Christian
6810,6,Cottingham Drive,Justin,Bird-Short,72,Husband,Married,Male,Retired Psychiatric nurse,None,Christian
6811,6,Cottingham Drive,Dominic,Bird-Short,42,Son,Divorced,Male,"Surveyor, building control",None,Christian
6812,7,Cottingham Drive,Janice,Williams,55,Head,Single,Female,Artist,None,Christian
6813,7,Cottingham Drive,Timothy,Williams,18,Son,Single,Male,Student,None,Christian
6814,7,Cottingham Drive,Jay,Williams,15,Son,NA,Male,Student,None,NA
6815,7,Cottingham Drive,Mitchell,Williams,11,Son,NA,Male,Student,None,NA
6816,7,Cottingham Drive,Nicola,Williams,7,Daughter,NA,Female,Student,None,NA
6817,8,Cottingham Drive,Stanley,Smith,21,Head,Single,Male,University Student,None,None
6818,8,Cottingham Drive,Abigail,Andrews,19,Partner,Single,female,University Student,None,None
6819,9,Cottingham Drive,Amelia,Clements,51,Head,Single,Female,Hydrologist,None,Christian
6820,9,Cottingham Drive,Amber,Thomas,58,None,Single,Female,Insurance broker,None,Christian
6821,9,Cottingham Drive,Elliot,Dodd,43,None,Single,Male,"Radiographer, therapeutic",None,None
6822,9,Cottingham Drive,Gordon,Poole,18,None,Single,Male,Student,None,NA
6823,9,Cottingham Drive,Hannah,James,25,None,Single,Female,Unemployed,None,None
6824,10,Cottingham Drive,Naomi,Wilson,31,Head,Divorced,Female,Psychiatric nurse,None,Muslim
6825,11,Cottingham Drive,Frances,Shah,49,Head,Single,Female,"Teacher, English as a foreign language",None,None
6826,11,Cottingham Drive,Josh,Ellis,48,Partner,Single,Male,Dentist,None,None
6827,11,Cottingham Drive,Kathryn,Shah,13,Daughter,NA,Female,Student,None,NA
6828,11,Cottingham Drive,Leonard,Shah,9,Son,NA,M,Student,None,NA
6829,12,Cottingham Drive,Hazel,Parsons,21,Head,Single,Female,IT trainer,None,None
6830,12,Cottingham Drive,Vanessa,Jones,30,None,Single,Female,Administrator,None,None
6831,12,Cottingham Drive,Danny,Cox,18,None,Single,Male,Student,None,NA
6832,12,Cottingham Drive,Frederick,Howard,40,None,Single,Male,Chief Technology Officer,None,Methodist
6833,13,Cottingham Drive,Kim,Fox,53,Head,Married,Female,IT technical support officer,None,Christian
6834,13,Cottingham Drive,Eric,Fox,55,Husband,Married,Male,Broadcast journalist,None,Christian
6835,13,Cottingham Drive,Mary,Fox,20,Daughter,Single,Female,University Student,None,None
6836,13,Cottingham Drive,Abdul,Fox,20,Son,Divorced,Male,University Student,None,Christian
6837,13,Cottingham Drive,Ross,Fox,11,Son,NA,Male,Student,None,NA
6838,14,Cottingham Drive,Alison,Ahmed,51,Head,Single,Female,Actor,None,Jewish
6839,14,Cottingham Drive,Donald,Stokes,53,Partner,Single,Male,Unemployed,None,Jewish
6840,14,Cottingham Drive,Liam,Ahmed,11,Son,NA,Male,Student,None,NA
6841,15,Cottingham Drive,Graeme,Martin,48,Head,Married,Male,"Sound technician, broadcasting/film/video",None,Christian
6842,15,Cottingham Drive,Frances,Martin,45,Wife,Married,Female,Seismic interpreter,None,Christian
6843,15,Cottingham Drive,Vanessa,Martin,13,Daughter,NA,Female,Student,None,NA
6844,15,Cottingham Drive,Michelle,Martin,11,Daughter,NA,Female,Student,None,NA
6845,16,Cottingham Drive,Patricia,Evans,83,Head,Widowed,Female,Retired Company secretary,None,None
6846,17,Cottingham Drive,Jenna,Hart,51,Head,Married,Female,Immunologist,None,Methodist
6847,17,Cottingham Drive,Ricky,Hart,52,Husband,Married,Male,Chief Strategy Officer,None,None
6848,17,Cottingham Drive,Joseph,Hart,28,Son,Single,Male,Publishing rights manager,None,Methodist
6849,18,Cottingham Drive,Frances,Ahmed,39,Head,Single,Female,"Surveyor, land/geomatics",None,None
6850,18,Cottingham Drive,Diane,Ahmed,10,Daughter,NA,Female,Student,None,NA
6851,18,Cottingham Drive,Susan,Ahmed,8,Daughter,NA,Female,Student,None,NA
6852,19,Cottingham Drive,Tony,Davies,18,Head,Single,M,University Student,None,None
6853,19,Cottingham Drive,Karl,Rice,18,None,Single,Male,University Student,None,None
6854,19,Cottingham Drive,Emily,Goodwin,25,None,Single,Female,PhD Student,None,Catholic
6855,19,Cottingham Drive,Terence,Lee,20,None,Single,Male,University Student,None,Methodist
6856,19,Cottingham Drive,Raymond,Power,22,None,Single,Male,University Student,None,None
6857,20,Cottingham Drive,Emma,Johnson,50,Head,Married,female,"Engineer, mining",None,Catholic
6858,20,Cottingham Drive,Edward,Johnson,48,Husband,Married,Male,"Scientist, biomedical",None,Catholic
6859,20,Cottingham Drive,John,Johnson,30,Son,Single,Male,Quantity surveyor,None,None
6860,21,Cottingham Drive,Jeffrey,Jennings,38,Head,Married,Male,Futures trader,None,None
6861,21,Cottingham Drive,Amanda,Jennings-Patel,39,Wife,Married,Female,"Horticulturist, commercial",None,None
6862,21,Cottingham Drive,Shaun,Jennings-Patel,43,Cousin,Single,Male,Exercise physiologist,None,None
6863,22,Cottingham Drive,Bethan,Cox,58,Head,Married,Female,"Engineer, broadcasting (operations)",None,Christian
6864,22,Cottingham Drive,Henry,Cox,54,Husband,Married,Male,Special effects artist,None,Christian
6865,22,Cottingham Drive,Terry,Cox,22,Son,Single,Male,University Student,None,Christian
6866,23,Cottingham Drive,Iain,Martin,55,Head,Divorced,Male,Plant breeder/geneticist,None,Christian
6867,23,Cottingham Drive,Nicole,Martin,30,Daughter,Single,Female,Hospital pharmacist,None,None
6868,23,Cottingham Drive,Ryan,Martin,27,Son,Single,Male,Building control surveyor,None,Christian
6869,23,Cottingham Drive,Philip,Martin,23,Son,Divorced,Male,Arboriculturist,None,Christian
6870,23,Cottingham Drive,Oliver,Martin,15,Son,NA,Male,Student,None,NA
6871,24,Cottingham Drive,Ellie,Clarke,66,Head,Married,Female,Manufacturing engineer,None,Christian
6872,24,Cottingham Drive,Nigel,Clarke,63,Husband,Married,Male,"Pilot, airline",None,None
6873,24,Cottingham Drive,Lynda,Clarke,17,Granddaughter,NA,Female,Student,None,NA
6874,24,Cottingham Drive,Barbara,Clarke,17,Granddaughter,NA,Female,Student,None,NA
6875,24,Cottingham Drive,Jessica,Newman,13,Granddaughter,NA,Female,Student,None,NA
6876,25,Cottingham Drive,Mary,Hill,45,Head,Divorced,Female,Unemployed,None,None
6877,25,Cottingham Drive,Leon,Hill,15,Son,NA,Male,Student,None,NA
6878,25,Cottingham Drive,Leah,Hill,11,Daughter,NA,Female,Student,None,NA
6879,25,Cottingham Drive,Luke,Hill,8,Son,NA,Male,Student,None,NA
6880,26,Cottingham Drive,Karen,Kent,34,Head,Married,Female,Product/process development scientist,None,Catholic
6881,26,Cottingham Drive,Thomas,Kent,34,Husband,Married,Male,Visual merchandiser,None,Catholic
6882,26,Cottingham Drive,Luke,Wood,22,Visitor,Single,Male,"Engineer, drilling",None,None
6883,27,Cottingham Drive,Christine,Graham-Richardson,70,Head,Divorced,Female,"Retired Surveyor, building control",None,None
6884,27,Cottingham Drive,Denise,Graham-Richardson,37,Daughter,Single,Female,Surgeon,None,None
6885,27,Cottingham Drive,Brett,Bennett,33,Son,Divorced,Male,Unemployed,None,None
6886,28,Cottingham Drive,Dominic,Wilson,27,Head,Single,Male,PhD Student,None,Muslim
6887,28,Cottingham Drive,Rhys,Hall,21,None,Single,Male,University Student,None,None
6888,28,Cottingham Drive,Geraldine,Foster,18,None,Single,female,University Student,None,Methodist
